Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Alg-Time
dport_class,0,1,DT,0.701727882164102,0.70538191076023,0.730760923820428,0.70538191076023,0.712993622108312,0.672545086630241,0.431171894073486,0.015956163406372,0
dport_class,1,2,DT,0.701775092059296,0.706809007987442,0.732941852191587,0.706809007987442,0.71465749382618,0.672597340902569,0.33841347694397,0.010972738265991,0
dport_class,2,3,DT,0.701680672268908,0.706876242999107,0.733267810707981,0.706876242999107,0.714861185245835,0.672489561849562,0.317460775375366,0.013918876647949,0
dport_class,3,4,DT,0.70182230195449,0.70692914518568,0.733270082468316,0.70692914518568,0.714851855498016,0.672645300978365,0.257303714752197,0.015663623809814,0
dport_class,4,5,DT,0.701539042583326,0.705292751789873,0.73105120746606,0.705292751789873,0.713152041908206,0.672337292441878,0.299724102020264,0.011997938156128,0
dport_class,5,6,DT,0.701775092059296,0.705421844355236,0.730834570100352,0.705421844355236,0.713071552326713,0.672595978226324,0.282388687133789,0.0,0
dport_class,6,7,DT,0.701633462373714,0.706391006311039,0.732422108114154,0.706391006311039,0.714215966080808,0.672438801574763,0.260258913040161,0.015624046325684,0
dport_class,7,8,DT,0.701963931640072,0.70681813491731,0.733174047203841,0.70681813491731,0.714760208566902,0.672798644425595,0.26925539970398,0.015624046325684,0
dport_class,8,9,DT,0.70205835143046,0.706701259557917,0.732899028432548,0.706701259557917,0.714613245414642,0.672906858803172,0.262920141220093,0.010120153427124,0
dport_class,9,10,DT,0.701633462373714,0.70511476822764,0.730614273642039,0.70511476822764,0.712831990301905,0.672438621238271,0.269552707672119,0.01562237739563,0
