Variable_Name,Information_Value,Random_Forest,Recursive_Feature_Elimination,Extra_Trees,Chi_Square,L_One,Votes
TCP_sport,1.0,1.0,1.0,0.9629629629629629,1.0,1.0,5.962962962962963
sport,0.9629629629629629,1.0,1.0,1.0,0.9629629629629629,1.0,5.925925925925926
TCP_dport,1.0,1.0,1.0,0.9259259259259259,1.0,1.0,5.925925925925926
dport,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,5.888888888888889
UDP_sport,0.9259259259259259,1.0,1.0,1.0,0.9629629629629629,1.0,5.888888888888889
IP_proto,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,5.777777777777778
UDP_len,0.9259259259259259,1.0,1.0,1.0,0.8518518518518519,1.0,5.777777777777778
TCP_seq,1.0,1.0,0.9259259259259259,0.9629629629629629,0.8518518518518519,1.0,5.7407407407407405
TCP_window,1.0,1.0,1.0,0.9259259259259259,0.8518518518518519,0.9629629629629629,5.7407407407407405
IP_id,0.9629629629629629,1.0,1.0,1.0,0.7777777777777778,1.0,5.7407407407407405
UDP_chksum,1.0,1.0,0.9259259259259259,1.0,0.7777777777777778,1.0,5.703703703703703
dport_class,0.9629629629629629,1.0,1.0,1.0,0.8148148148148148,0.9259259259259259,5.703703703703703
sport_class,0.9629629629629629,1.0,1.0,1.0,0.7407407407407407,0.9629629629629629,5.666666666666667
IP_len,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,5.666666666666667
IP_ttl,0.8518518518518519,1.0,1.0,1.0,0.8148148148148148,0.9629629629629629,5.62962962962963
TCP_chksum,0.9259259259259259,1.0,1.0,0.9629629629629629,0.7407407407407407,1.0,5.62962962962963
UDP_dport,0.9259259259259259,0.9629629629629629,1.0,1.0,0.6666666666666666,1.0,5.555555555555555
pck_size,0.9259259259259259,1.0,1.0,1.0,0.6296296296296297,1.0,5.555555555555555
TCP_dataofs,0.8888888888888888,1.0,0.7407407407407407,1.0,0.8888888888888888,0.9259259259259259,5.444444444444445
TCP_flags,0.8888888888888888,1.0,1.0,0.9629629629629629,0.7407407407407407,0.8518518518518519,5.444444444444445
entropy,0.9259259259259259,1.0,0.9629629629629629,1.0,0.5925925925925926,0.9259259259259259,5.407407407407407
payload_bytes,0.7777777777777778,1.0,1.0,1.0,0.5925925925925926,1.0,5.37037037037037
IP_DF,0.9259259259259259,1.0,0.9629629629629629,1.0,0.6666666666666666,0.7777777777777778,5.333333333333333
IP_flags,0.9629629629629629,1.0,1.0,1.0,0.37037037037037035,0.9629629629629629,5.296296296296297
TCP_ack,0.7037037037037037,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.7777777777777778,1.0,5.2592592592592595
Protocol,0.6666666666666666,1.0,1.0,1.0,0.4444444444444444,0.9259259259259259,5.037037037037037
TCP_options,0.8148148148148148,0.9629629629629629,0.7407407407407407,1.0,0.7407407407407407,0.6666666666666666,4.925925925925926
BOOTP_xid,0.7777777777777778,0.8518518518518519,0.9259259259259259,0.7037037037037037,0.7037037037037037,0.9259259259259259,4.888888888888889
IP_tos,0.5555555555555556,0.7407407407407407,1.0,0.8148148148148148,0.8518518518518519,0.8888888888888888,4.851851851851852
DNS_id,0.6296296296296297,0.9259259259259259,1.0,0.6296296296296297,0.5555555555555556,0.9629629629629629,4.703703703703703
Ether_type,0.8518518518518519,0.8148148148148148,0.9629629629629629,0.5185185185185185,0.5185185185185185,1.0,4.666666666666667
TCP_ACK,0.8148148148148148,0.8888888888888888,0.5555555555555556,1.0,0.7407407407407407,0.6296296296296297,4.62962962962963
TCP_PSH,1.0,0.6666666666666666,0.37037037037037035,0.7777777777777778,1.0,0.7777777777777778,4.592592592592593
BOOTP_flags,0.7037037037037037,0.7777777777777778,1.0,0.7407407407407407,0.7777777777777778,0.5555555555555556,4.555555555555555
DNS_aa,0.6296296296296297,0.6666666666666666,0.9259259259259259,0.7777777777777778,0.9629629629629629,0.4444444444444444,4.407407407407407
IP_ihl,0.9259259259259259,0.7407407407407407,1.0,0.7037037037037037,0.1111111111111111,0.8888888888888888,4.37037037037037
DNS_ancount,0.5555555555555556,0.6666666666666666,1.0,0.6666666666666666,0.9259259259259259,0.5185185185185185,4.333333333333333
EAPOL_len,0.6296296296296297,0.6296296296296297,0.9629629629629629,0.48148148148148145,0.7037037037037037,0.8888888888888888,4.296296296296297
DNS_qdcount,0.48148148148148145,0.9259259259259259,1.0,0.8518518518518519,0.6666666666666666,0.25925925925925924,4.185185185185185
DNS_qr,0.5925925925925926,0.5555555555555556,0.8518518518518519,0.7407407407407407,0.9629629629629629,0.4444444444444444,4.148148148148148
TCP_FIN,0.7777777777777778,0.6666666666666666,0.18518518518518517,0.7037037037037037,0.9629629629629629,0.6296296296296297,3.925925925925926
IP_version,0.7037037037037037,0.6666666666666666,1.0,0.6296296296296297,0.1111111111111111,0.5925925925925926,3.7037037037037037
DNS_rd,0.6296296296296297,0.8148148148148148,0.2222222222222222,0.9259259259259259,0.7777777777777778,0.25925925925925924,3.6296296296296298
TCP_SYN,0.7037037037037037,0.5185185185185185,0.2222222222222222,0.7407407407407407,0.8518518518518519,0.5185185185185185,3.5555555555555554
DNS_nscount,0.4074074074074074,0.4074074074074074,1.0,0.5555555555555556,0.7407407407407407,0.37037037037037035,3.4814814814814814
BOOTP_hlen,0.7407407407407407,0.2222222222222222,0.5185185185185185,0.4074074074074074,0.9259259259259259,0.6296296296296297,3.4444444444444446
BOOTP_file,0.7777777777777778,0.3333333333333333,0.037037037037037035,0.4074074074074074,0.9259259259259259,0.6296296296296297,3.111111111111111
EAPOL_type,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.48148148148148145,0.7777777777777778,0.4444444444444444,2.925925925925926
BOOTP_options,0.7777777777777778,0.3333333333333333,0.037037037037037035,0.37037037037037035,0.9259259259259259,0.4074074074074074,2.8518518518518516
BOOTP_sname,0.7777777777777778,0.2962962962962963,0.037037037037037035,0.4074074074074074,0.9259259259259259,0.4074074074074074,2.8518518518518516
BOOTP_htype,0.7407407407407407,0.37037037037037035,0.037037037037037035,0.3333333333333333,0.9259259259259259,0.4074074074074074,2.814814814814815
EAPOL_version,0.48148148148148145,0.5555555555555556,0.14814814814814814,0.5185185185185185,0.6296296296296297,0.4074074074074074,2.740740740740741
IP_options,0.5185185185185185,0.4074074074074074,0.14814814814814814,0.48148148148148145,0.8518518518518519,0.2962962962962963,2.7037037037037037
TCP_RST,0.5185185185185185,0.5185185185185185,0.0,0.5555555555555556,0.8148148148148148,0.2962962962962963,2.7037037037037037
BOOTP_op,0.7037037037037037,0.3333333333333333,0.037037037037037035,0.2222222222222222,0.8148148148148148,0.5555555555555556,2.6666666666666665
LLC_ctrl,0.1111111111111111,0.037037037037037035,1.0,0.07407407407407407,0.25925925925925924,1.0,2.4814814814814814
ICMP_chksum,0.1111111111111111,0.1111111111111111,0.9629629629629629,0.1111111111111111,0.4074074074074074,0.7407407407407407,2.4444444444444446
DHCP_options,0.5555555555555556,0.5185185185185185,0.1111111111111111,0.2962962962962963,0.5555555555555556,0.4074074074074074,2.4444444444444446
ICMP_id,0.1111111111111111,0.1111111111111111,0.9629629629629629,0.1111111111111111,0.37037037037037035,0.7037037037037037,2.3703703703703702
ICMP_type,0.1111111111111111,0.1111111111111111,0.18518518518518517,0.14814814814814814,0.4444444444444444,0.1111111111111111,1.1111111111111112
ICMP_seq,0.1111111111111111,0.1111111111111111,0.037037037037037035,0.1111111111111111,0.25925925925925924,0.1111111111111111,0.7407407407407407
DNS_arcount,0.0,0.14814814814814814,0.037037037037037035,0.2222222222222222,0.2962962962962963,0.0,0.7037037037037037
LLC_ssap,0.14814814814814814,0.07407407407407407,0.0,0.07407407407407407,0.2962962962962963,0.037037037037037035,0.6296296296296297
BOOTP_secs,0.0,0.1111111111111111,0.0,0.07407407407407407,0.07407407407407407,0.0,0.25925925925925924
ICMP_code,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.07407407407407407
DNS_rcode,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNS_ad,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNS_cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNS_length,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP_urgptr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNS_opcode,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOOTP_hops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNS_ra,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP_reserved,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IP_Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNS_tc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNS_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IP_frag,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP_URG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICMP_length,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP_ECE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP_CWR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICMP_nexthopmtu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICMP_ptr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LLC_dsap,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICMP_reserved,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICMP_ts_ori,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICMP_ts_rx,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICMP_ts_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICMP_unused,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IP_MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
